text,label
I bought two boxes of this cereal from Big Lots for 4 bucksgreat deal I highly recommend this cereal,e
My husband is the cereal eater in the family and he loves his cheerios mixed with corn flakes.,i
These healthy O's have great taste  flavor but didn't last long enough with my hungry husband.,e
We will be ordering them again.,e
I JUST GAVE A 5star review.,e
I USUALLY drink slimfast but found special k to be comparable to slimfast.,i
Amazon recomends special k for me but will not ship it to me.,e
I am prime and spend a lot with Amazon and fail to understand why they wil not send something I have purchased in the past and it now shows up as a recomendation for me.,e
I only think it's fair to let other people know that all four of these boxes of Kellogg's raisin bran state very clearly MADE in MEXICO.,e
I'm not making this up and I'm not trying to be mean but I'm sure some of us would prefer to have our food made in the USA.,e
This was not the first item I received food products in bulk that were made outside of our country including Thailand Mexico and China.,e
I have absolutely nothing against these countries politically or otherwise.,e
I just prefer to buy my food that's made in America.I hope this helps somebody and I called Amazon and they said quote  I will pass this information on and someone will get back to you.Actually I don't know what to do about this as I know the standards in other countries are not the same as our food standards in the United States.,e
At least we have the FDA to overlook products that are manufactured here in America.,e
The customer service representative I spoke to was shocked when I told her this was a Mexican made productand I don't mean packaged in MEXICO I mean MADE IN MEXICOI'd like to see some reply reviews to my review here.,e
I like Raisin bran when it was only one scoop.,e
The flakes in the raisin bran are crunchy and sweat there is no need to add more sugar there is just enough  the flakes stay crunchy for a while.The bran in the flakes helps me stay healthy.,i
I use low fat milk and it is low calorie breakfast.,i
These cups are great to take on the go.,i
I pack them in my lunch box with a bottle of milk.,e
The cup acts as a bowl and holds up very well.,e
No spills or leaks.,e
Also if you've never had raisin bran CRUNCH I highly recommend it.,e
Tastes awesome.,i
Gives popcorn a pleasing color and lets the corn pop fully.,i
I have been very satisfied.,e
I will purchase more of this.,e
I love the taste of this flavor and the texture is similar to a rice krispies snack bar.,i
I have tried many snack bars for diabetics and this one has the best taste and texture.,i
I don't use a whole bar for a single snack but it keeps well in a sealed baggie in my purse.,e
This is not a 34;slow carb34; bar such as Extend or Glucerna but it has a low glycemic index and does not raise my blood sugar when used as a between meal snack.,i
These are amazingly satisfying  The crackers are a bit tougher than cheezits slightly less salty and a little less flavorful... but when compared to the calorie content and the fullness factor these are really quite goodThe fiber content really helps the snack satisfy you more easily than cheezits and there's enough salt at the bottom of the bag to kill the remaining salt craving too :It's really been a diet saver to have these in my drawer at work  they take care of the afternoon munchies without killing me with calories and fat and they add nearly half of my fiber for the dayHighly recommended,i
After reading the reviews a couple of days ago I decided to order a box.,e
Like some other reviewers said they are a little dry.,i
Overall I think they are very good.,i
I'm a huge cheezit fan but I'll now be buying these instead.,i
Some might argue that just as there's no such thing as bad sex there's no such thing as bad chocolate.,i
Even the worst of the latter I've ever consumed  in Leningrad Russia in 1984  was still edible.,i
My history with the former we needn't discuss.So here we have NEWMAN'S OWN ORGANICS DARK CHOCOLATE NOODC.,i
Mind you it doesn't contain such poncy embellishments such as almonds macadamia nuts cherries pomegranate mint chips bacon shreds rice krispies orange peel caramel filling peanut butter raisins walnut pieces toffee crunch coconut red pepper coffee beans cranberries blueberries white chocolate chunks or the kitchen sink.,i
It's just 100 chocolate i.e.,i
evaporated cane juice chocolate liquor cocoa butter soy lecithin and vanilla  all organic of course.,i
It must be pointed out however that vanilla is used by chocolate makers to mask the flavor of imperfectly roasted cocoa beans.,i
Hmm.At 54 cocoa NOODC isn't particularly elevated on that scale.,i
Who in a chocolate company determines the what and why of an optimum concentration I wonder?,i
Probably the cocoa bean counters I imagine.Because I have a taste disorder described more fully in my review of the bookRemembering Smell: A Memoir of Losingand Discoveringthe Primal Sense I can't judge the sweetness of this candy but only the chocolate flavor and the mouth feel.,i
Both are pretty much average and acceptable.,e
Is it better than one of my favorite brands aCadbury Royal Dark Chocolate Bar 3.5 oz 24 countbar?,e
Uh ... no.,e
But it's infinitely better than that Commie chocolate eaten back in the nostalgic good old days of the Cold War I mean without any of the added embellishments mentioned above a plain chocolate bar has to work overtime to stand out from the rest of that genre on the shelf.Actually I was more interested in the subtleties of the label.,i
Paul himself is pictured with Nell his daughter by Joanne Woodward.,e
Nell started the Organics Division of Newman's Own in 1993 and remained at its head when it chippedoff the old block in 2001.,e
Dad still lent his support though before he died.,e
I gather it's Nells leadership and participation that's inferred in the confectionary's subtitle The Second Generation.Again according to the labeling the cocoa has been certified by the Rainforest Alliance.,e
Perhaps I'm being cynical but it makes me wonder how much Nell's company tips this outfit for the granting of its certification however legitimate such a ritual blessing may be.,e
Similarly there's the notation Certified Organic by Oregon Tilth  whatever a Tilth is.Also there's the usual CYA disclaimer: Manufactured on equipment that may process products containing peanuts other nuts milk powder wheat soy and egg.,e
The potential hazards for allergy sufferers aside how might those possible contaminants affect the organic quality of NOODC if they themselves aren't organic?,e
Inquiring minds want to know.,e
Perhaps the USDA Organic sticker carries implications here.,e
I'll certainly sleep better at night knowing the guv'mint is involved.And the fact that a 1 bar serving size contains only 5 mg of sodium means that my wife could chow down the whole thing  minus the single bite I was tossed  without fear of elevating her already borderlinehigh blood pressure.,e
After all dark chocolate is reportedly a health food.Would I buy NOODC on at the local chain supermarket without it being at a bargain club price?,e
Probably not.,e
I've never been convinced that organic isn't mostly a marketing ploy to raise the sticker and NOODC at full price doesn't give more satisfaction than a less expensive bar laden with assorted impurities toxins and carcinogens.,e
And both go down equally well with a glass of cold nonfat moo.,e
We set up our full sized Paragon popcorn maker for our New Years Eve party .,e
We had never tried the paragon popcorn and we enjoyed it very much.,e
This corn pops up really great and arrived very fresh good taste and we saved  money by purchasing this from Amazon.,e
Definitely will be buying this item again.,e
In the past I have always used Orville Redenbacher kernels when making popcorn at home.,e
I tried Paragon bulk bag yellow corn to see if it might be a lower cost substitute.,e
This Paragon corn pops up and tastes as well as the Redenbacher product at a fraction of the cost.,e
If you like to pop a lot of popcorn Paragon corn in bulk is definitely the way to go.,e
Try all of the coconut juice beverages out there and more and more they are becoming to taste like the milk that is left over from your bowl that had corn flakes in it.This is the best tasting to date.,i
Not artifically sweet tasting but actually quite good.,i
Slightly sweet naturally but not artifically with sugar.Get the type with pulp.Only negative I could say is that nearly every single can is dented.,i
Some are dented so badly that they are sqaure 4 sides are flat when they are supposed to be round like a coke can.,e
None were opened because of the damage but they were all dented.I am in the process of ordering more... Due the math.,e
Other vendors like the Zico brand give you less product some are 9 oz and others are 12 oz for 2.99 in the store for more money.,e
In other words with most brands you are getting less juice which tastes like corn flake milk which costs more.,e
With amy and brian you are getting more juice which tastes like young sweet coconuts with pulp FOR CHEAPER.,e
I know it sounds wierd but punch the numbers:Oops almost forgot to order another case,e
Very disappointed.,e
There is only 4 ounces to a box.,e
They are nothing more than minature pop tarts.,e
The crust is pasty the filling tastes totally artificial and they are grossly sweet.,i
They are only 100 calories because they are unbelievably small not because they are nutritional.,i
ICKY,i
I picked these up to try and instantly loved them.,e
Reminds me of a pop tart but crisper and without the cardboard taste.,i
The fruit is yummy and sweet and very satisfying.,i
I much prefer these toNewtons Fruit Crisps Snacks Mixed Berry 8Count Boxes Pack of 6because the fruit is much more delicious and not chewy like those are.,i
This flavor is also better than the blueberry.,i
They are also only 100 calories so great for a quick low cal snack.,i
These taste very good but the downside is they really are not satisfying.,i
These are great if you want something around that is sweet tastes lei liar to a pop tart  but doesn't have a lot of calories but it will not fill you up and keep you satisfied.,i
45 minutes later I am looking for something else.,e
i actually read the reviews never having seen these in a store and then took a risk buying them: they are fruity fresh tasting and a far far cry from cardboard pop tarts or fiber one tarts try them you might just like them :,i
Very light crispy with a small amount of filling.,i
Lighter than a pop tart very much more pastry taste.,i
2 small bars per package very good,e
These remind me of tiny pop tarts  Special K pastry crisps are a hit at my household.,i
Will be buying again,e
On line friends got me hooked on air popped corn so I keep it around the house in bulk amounts.,i
I'm a fan of Arrowhead Mills Organics so this purchase was a natural.,i
Very happy with purchase...the corn pops almost all the kernels.,e
Pumpkin is my favorite.,i
I spend all year waiting for September to role around so that Pumpkin flavored everything comes out then I bulk buy after 1 taste test purchase.I bought these hoping they would be amazing breakfast treats for months.,i
If good I would have laid in that kind of supply.,e
I work a part time job own a business and am an author I don't have time to cook breakfast so pop tarts are a must.I was so upset when I tasted it raw and cooked it was nasty.,i
This didn't taste like pumpkin let alone pumpkin pie and I spent so long in the Walmart back room waiting to stock and purchase it too,i
These are so great and yummy.,i
I love pumpkin so much.,i
I rated this a 4 because the pop tart boxes were heavily damaged.,e
No redblooded American would ever turn down a strawberry Pop Tart.,e
Especially the ones with the frosting on top.,i
Certainly these are created by the gods for our pleasure.,i
One of the finest and longestlasting shelf life food items you can have on hand.,e
Good for the beach or your bomb shelter  Yes wherever you take your pop tarts for as long as you take them there they'll be worth eating.,e
Originally designed to be toasted and eaten warm with today's toasters being toaster OVENS these no longer cook up correctly  Instead most people eat these raw including me  Sugar coating side down so it hits your tongue first this artificially flavored and manufactured quasifood product is legendary.,i
Look no further  you've found nirvana  Get some today eat them tomorrow or 5 years from now.,i
Same difference.,e
My pop tarts arrived fresh.,e
They tasted good.,i
I don't know about nutritional value but these were quick last minute breakfast options for me.,i
I'd never serve them to a child for breakfast simply because they are ladden in sugar and i prefer to give them something more substantial to start the day.,i
But beyond that the pop tarts are the same as they've always been.,i
I love this pop tart and chocolate fudge  and brown sugar  are my best favorites .,i
that is all I eat  and maybe some others,i
I was pleasantly surprised when I received my order.,e
Honestly I thought maybe I'd get something that wasstale or very old when ordering online.,e
However the price at the time was a good deal so I tried it anyway.I also received the type of pop tarts that you could sell retail on a counter somewhere.Rather than the ones in a thin silver foillike packaging these come with a thick printed plasticpackaging.The pop tarts themselves are a little bit thicker than the ones you get off the store shelves in theboxes of 8 or 12.,e
I love that because the crust part is really the only part I like.,i
This flavor isgood because it isn't as sickeningly sweet despite being brown sugar as some of the jellylike flavors.All in all I received a fresh product that was very tasty.,i
I'll be happy to order them again assales pop up.Update Nov 9 2011:Well I placed a second order.This one was not nearly as fresh and contained one box less than the last order.So be sure to read the listing carefully to see how many you are getting.,e
I thought I hadnotice of a sale but it was really a count decrease.This batch came with a couple of the boxes' perforations already popped not clear openand nothing was as fresh as the previous order.,e
Not sure why but I didn't like thequality swings of this item.,e
I'm dinging a star for lack of consistently fresh product.,e
Love pop tarts and the brown sugar cinnamon is the best Other complained that these arrived in pieces but mine were just fine and delicious.,i
My family loves brown sugar cinnamon pop tarts and these didn't disappoint.,i
They arrived in perfect condition and the pop tarts themselves are wrapped nicely; better than the usual thin wrapper used for grocery store purchases.,e
Fresh product.,e
Great size.,e
However this time we had a lot of packets that had a significant number of broken chips.,e
Yes we could have complained to the cheezit factory but considering the cost it wasn't worth our effort.,e
Kellogg's Corn Flakes are a great cereal as well as an item I use for cooking and baking.,i
Since young my Mom would take peanut butter and chocolate and melt them over a double boiler and then after the mixture was melted would take it off the stove and stir in the corn flakes softly so as not to crush them much.,i
Then she would put wax paper on a cookie sheet and drop the mixture by spoonful onto the wax paper.,i
Then put them in the refrigerator until the set up.,i
They taste so good that way.,i
She would also make a couple of different casseroles as well as a sandwich spread out of Corn Flakes so though some don't like that they are Frosted Flakes they are great for other things as well,i
GREAT DEAL here at Amazon  The corn flakes are high quality and are a GREAT MIXER with the more expensive cereals so ya don't go broke stayin' healthy,e
I ordered these as they are in a larger box than the shrinking corn flakes in my local super market.,e
My local supermarket has 14 ounce boxes these are 18 ounce and the cost is about the same.,e
I don't mind waiting a day or two for corn flakes if it saves money.,e
The expiration was about a year from the delivery date and is about the same as my local market.,e
As long as Amazon ships the same product for less per ounce and I can afford it I'll buy online.,e
OK these are just cornflakes I know; but when you want corn flakes you really want 'Kellogg's corn flakes.,e
My wife isn't a fan of corn flakes and just doesn't believe that these can be any different from store brand corn flakes.,e
Kellogg's does not make corn flakes for anyone else so if you want the Kellogg's taste you have to buy these period.,i
Same great taste as always.,i
A few days ago I stumbled across this outstanding cereal while browsing our local grocery chain's web site for healthy local foods.,i
Its has far fewer calories than the raisin bran I normally eat when I do cereal and is even lower calorie and higher in fiber than the Shredded Wheat my wife eats.,i
It also has 45 of your daily iron and nice percentages in the 25 to 35 range of other necessary vitamins.It also has a very good taste you could eat a few pieces of it at a time for a snack.,i
A 3/4 cup serving has 7 grams of sugar.,i
Since it is still lower calorie than what I've been eating that doesn't concern me.With 1/3rd cup of milk and a half of a banana breakfast is less than 200 calories and very nutritious.,i
I use a bit less milk than many on cereal.,i
I don't like it to ever get soggy yet I don't like it completely dry.,i
I have developed the knack of pouring just enough so that the milk doesn't show in the cereal.,i
If I can see the milk after I pour cereal already in the bowl LOL I know I've overdone it for my taste.If you are watching calories beware of the other flavor varieties of this cereal line.,i
They are almost twice the calories per serving 200 or so compared to the 110 for this.I do find that 3/4 cup of this cereal with a half banana is just as filling for me as a cup of Raisin Bran with a half banana so I'm getting more nutrition more fiber and about 80 fewer calories for a bowl of cereal.,i
I have always had trouble getting enough fiber in my diet so the extra provided here is very helpful.The Amazon price is considerably less than our local supermarket which has this at about 4 a box.,i
I got my order on time and it was exactly as described.,e
The cheezits were fresh and we thoroughly enjoyed them.,e
Definitely ordering again....I now have them as part of my subscribe and save,e
I really like cheezit so with the individual packages I can control my consumption.,e
Recommend it for a quick controlled snack.,e
So many cheezits HIhgly suggest if you are hunting for a deal.,e
The individual packages stay fresh,e
Obviously you know if you like cheezits or you don't.,e
I love them.,e
I did buy cheezit's in a different packaging and when they arrived the crackers for some reason were nothing but crumbs.,e
Therefore I did not like them.,e
THESE were not crummy haha in any way.,i
Nice whole crackers the same cheesy taste we have all known and loved.I also appreciate the size of the packages.,i
Although some of this packaging is geared toward children I found this helpful in my quest for weight loss.,e
Instead of sitting down in front of the TV with a whole box of cheezits I sat down with a little package.,e
It is also handy to take along if I'm held  up to long at a doctor's appointment etc.,e
Great deal if your a cracker lover and like cheez its.,e
And save money over walmart and the bags are larger.,e
great its what I expect from cheez it,e
this box of cheez its is a great buy it comes in there snack mix box they are fresh and great to eat,e
I brought this product when it was listed at around 78 here on Amazon.,e
At that price I considered my order to be excellent value for money.,e
I notice the price has gone up since then and is currently being sold for just over 20.,e
I would not consider this price acceptable  the product tastes nice but it's not THAT great.I will review and rate this product based on my feelings having paid the lower price.,e
At first I enjoyed these snacks a lot  the combination of different snacks in a single box tasted good and I found them rather addictive.,i
However I soon began to find that two of the particular snacks included were a bit too similar for my liking  there are two pretzellike snacks they taste almost identical and I'm not really a huge fan of pretzels.,e
Also I didn't really care much for the wheat square snacks they didn't have much taste and there were too many of them which left me with the rice balls which were nice but there were hardly any of them in a box the 34;bread bits34; which were a bit too hard and crunchy for my liking and the cheezits which I always love.,i
Who doesn't like pop tarts?,e
I bought a box of these since they were at such a great deal and I have to say I've had enough for quiet awhile I could buy maybe 24 pop tarts for the price I bought this 48count box for on Amazon so it is a great deal However the downside is that almost every pack was crumbled and the pop tarts weren't whole I'm assuming during shipping and UPS not knowing what's inside the box they just throw them in the truck.,e
I will be donating the unopened boxes I have left to a local homeless shelter as I figure they could be happy to have a broken crumbled pop tart than no food at all.,e
Great price for my kids two favorite kinds of pop tarts.,e
Have compared prices between here and the stores and you cant beat the price you get with subscribe and save.,e
I purchased this set of pop tarts so the kids could have something to eat on the way to school.,e
The bus coms so early and the kids aren't ready to eat that early.,e
So I needed something they could take with them.,e
I like that it was more than one flavor and they were fresh.,i
Kids enjoyed them.,i
I loved the fact that I wasn't running out to store to purchase more.,e
This is a must have if you have kids who don't/won't eat  before leaving for school and become hungry before lunch.,e
In the past I have absolutely hated pop tarts.,e
I just couldn't imagine why someone would actually eat them.,e
However my girlfriend loves them and things were running a bit tight on the grocery expenses front.,e
I certainly wasn't in a position to start buying Ben and Jerry's.,e
These took the place of such expensive gourmet treats.,e
I figured that 8.53 for 48 of these thingys made it a cheap way to stretch our dollars for a week.I think the Amazon description said assorted flavors.,e
We received strawberry and brown cinnamon.,i
Maybe different shipments have different flavors but I wasn't going to argue given heir low cost.,e
We received four boxes.,e
Each box has six foil packets.,e
Each packet has two tarts.OK OK I actually dug into these before my girlfriend.,e
Properly toasted they're pretty decent.,i
The pastry shell I guess I can call it that was not overally doughy or pasty.,i
The filling tasted the way the box said.,i
A single pack of two is reasonably filling as a dessert.Kids and pop tart afionados would probably give these five stars.,e
Given the fact hat I really had expected a onestar treat I think the four I'm giving this is pretty good.,i
Thank you for bundling two of our most favorite flavors together and selling it at a very affordable price Unlike another reviewer I did not have any issues with pop tarts damaged during shipping  everything arrived in perfect shape and in 2 days with Prime.,e
The expiration date is almost a year away the poptarts are fresh and delicious.,e
Could not be happier with my purchase.,e
Anything make by Kellogs is a good thing and I just love the rice krispies treats I only wish they were all just regular,e
didn't really care for these sorta tasteless and not waht i expected it to be cause I like rice krispies to me not worth the calories,i
This is a strange cereal.,e
My daughter described it as rice crispies corn flakes and peanut butter panda puffs all thrown together.,e
It tastes pretty good.,i
My main complaint is that this is not a hearty cereal.,i
It has decent nutrition but I prefer a cereal that will keep me full a while.,i
It makes a great snack but for me not a daily food.,i
Despite the picture on the box I was still surprised to pour this cereal into a bowl and find that it looked like an odd mashup of Kix rice crispies and corn flakes.,e
From all appearances the company seems to be exactly the kind of socially responsible business we like to support.,e
They recycle track their environmental impact produce a strictly glutenfree product and use organic nonGMO everything.I was very pleased and expect to get this again.,i
The mail lady delivered my sample box of this cereal just as we were finishing lunch so my husband and I both had some for dessert.Some reviewers have commented on a burnt flavour: I think they're tasting the buckwheat.,e
Buckwheat is not my favourite grain and it was really rather potent as I started eating the bowl but seemed to wear off as I got close to done eating.,i
My husband noticed that the coating on the cereal wore off and left his water all flavourful that he poured on his I had mine with soy milk.,i
The cereal didn't have much taste outside of the sweet coating; I did not find that it was too sweet too start with.,i
I couldn't taste any vanilla at all.,i
My husband thought the sodium content was a bit excessive 130mg per serving.I do think it's a bit overpriced for what you get and the fact that it's really not that impressive of a taste.,i
I really like the Mesa Sunrise corn flakes and was expecting something a little more akin to that so in that regard I was disappointed.,i
Still this wasn't horrible cereal.,i
I wouldn't go out and buy it but I would eat it again were it to be at someone's house because with all the grains it's still a better option than most highly refined commercial cereals.,i
The first thing that came to mind when I opened this box is that the cereal looked like a mixture of Kix rice crisps and corn flakes.,e
Unlike those serials Nature's Path Crunchy Vanilla Sunrise is very tasty.,i
The sweetness with hints of vanilla is yummy.,i
Plus unlike most crunchy cereals this one is nut free but made in a factory where nuts are used.. an added bonus for those who can't have nuts.My only gripe about this cereal is that it is very sweet... almost too sweet.,i
The main ingredients are corn and sugar.,i
At 7g of sugar per 2/3 cup I find it too sugary for a healthy cereal.,i
Because of the sugar content I will probably pass in the future as I prefer Annie's Cinna Bunnies if I need a sugary treat.,i
Nature's Path new breakfast product Crunchy Vanilla Sunrise is a good tasting cereal that is gluten free.,i
It tastes lightly sweetened a combination of corn flakes crispy rice and crunchy puffed corn.,i
The crunchy and chewy texture is maintained in milk for several minutes even though the food is gluten free.,i
The cereal is sweetened with cane juice and molasses.,i
The ingredients include: corn rice flax quinoa buchwheat and amaranth.,i
There is 1g of fat no saturated fat 25g of carbs and 2g of protein per serving of 2/3 cup.,i
There is an important warning that the cereal is produced in a facility that uses peanuts tree nuts and soy.Like many organic cereal products today the price point is substantial for the 10.6 oz box.,i
I ate the cereal with side dishes of Greek yogurt blueberries and boysenberries and walnuts.,i
The cereal's flavor held its own against these other foods and I will buy it in the future.,i
With the typical Kellogg's or Post cereal the choice mostly depends on taste.,i
With Nature's Path cereal other considerations come into play.,i
This cereal is produced using no synthetic pesticides or herbicides using no irradiation contains no artificial preservatives or additives and no genetically engineered seeds or ingredients.,i
It was produced on farms that use enriched drought resistant soil produce less soil erosion less groundwater pollution and practice improved farm biodiversity.,i
If supporting products of this type matters for you then you will probably be predisposed to buy this cereal.,e
Still though in the end it has to taste good if you are going to continue buying it.,i
I think it does taste very good.,i
The best way to describe the taste is as being like rice krispies but with a strong vanilla flavor.So if the price seems reasonable and you want to support this type of product you won't find yourself sacrificing taste.,i
I opened this gluten free cereal expecting a variation on granola.,i
Way too sweet and light to boot more corn puffs and rice krispies meets a splash of flaxseeds.,i
If I were to take this in the morning I'd go into insulin overdrive even with milk to slow it down.,i
But I'd be crashing by mid morning and overeating at noon both dangerous activities for glutenfree people in a nonglutenfree world.2/3 cup is counted as a serving although you will probably eat a full cup like most cereals since it is light boosting the calories from 110 to 165.,i
Actually most will probably go over a cup.,e
The fiber content of 3g per 2/3 cup is okay but you'd do better with a green smoothie made with whole fruit nuts and veggies.,i
There are 7g of sugar 11.5 if you take a cup organic evaporated cane juice and molasses are just as bad as high fructose corn syrup in terms of raising your blood sugar and blood insulin levels except it won't have pesticide residues and you might pick up a hint of a mineral or two from the molasses.,i
It has 25g of carbs 37.5 per cup which will quickly convert to sugar.Don't get me wrong the stuff is tasty.,i
I tasted it then blew my diet with a large bowl of it.,i
Note to self: don't review Amazon food products on an empty stomach.,i
The corn puffs won't be GMO and the grains are organic.,i
But use it as a dessert.,e
It isn't good for you unless you are using it to replace Cocoa Puffs.,i
If you want a good breakfast that will sustain you until lunch and avoids gluten fry a couple of eggs sunny side up in coconut oil and serve over greens or tomato and nori.,i
Your blood sugar will thank you.,i
Save this for a treat to deter you from your roommate's conventional cookies when your willpower is weak.,e
Unlike the Quaker Oat squares I recently reviewed q.v.,i
thanks Vine for giving me breakfast stuff when Nature's Path says vanilla they MEAN vanilla.,i
Bold brash and almost creamy if you can imagine that in a puffedgrain cereal I can't either but it's the only way I can think of to describe the forwardness of the vanilla here.,i
But then there's that puffedgrain cereal thing.,i
You get to thinking that a puffed grain is a puffed grain whether it's rice or quinoa.,i
Lemme tell you something bub: that ain't true.,i
While the texture here is consistent despite the variety of grains this has a lighter forgive me for using this phrase which I despise but I can't think of another that makes sense mouth feel than your good old fashioned rice krispies or whatever.amusing note: Chrome's spellcheckerroronarealword of the day: quinoa.I powered through this box in two days despite knowing that I wouldn't be having it again for a while save these last Vine reviews of breakfast stuff I'm going lowcarb for a spell.,i
Been mulling it over ever since and I can't think of a bettertasting cereal I've ever had.,i
But to be on the safe side since I don't remember all the kinds of sickeninglysweet cereal I ate as a kid as a yardstick when I was growing up we still had sugar smacks sugar corn pops and all the other cereals that compared to today were paragons of truth in advertising I'll say this one's definitely in the top five.,i
Were I not going lowcarb I would be perfectly content to eat this stuff for breakfast every day for the rest of my life.,e
It's THAT good.,i
This cereal looks like someone mixed together kix rice crispies and corn flakes.,e
It tastes like they did that then added sugar and some vanilla.,i
I found it to be both very sweet the second ingredient is sugar and not very filling.,i
It turned to mush within about five minutes too so unless you're a powereater it'll be soggy goop by the end of the bowl.I know that 'contents may settle' but the bag inside the box was only half full which seemed a bit laughable.,i
Based on what i poured in my cereal bowl which i admit is far larger than the 'serving size' of 2/3 of a cup each box contains about four breakfasts.,e
If however you only eat 2/3 of a cup of cereal each morning the box will last you much longer.,e
The ridiculously small serving size also explains why a cereal that tastes like it's mostly sugar only has 7 grams of sugar per serving.There are precious few glutenfree cereals on shelves but there has to be at least one that's better than this.,i
These are pumpkin pie in pop tart form.,i
You need to buy these.,e
I love them.,i
I wish I had more of them.,e
One of the things I look forward to during the Holiday Season is Pumpkin Pop Tarts: I love them and the only place I have ever seen them is on Amazon.,e
So every year I wait for my Amazon Fix of Pumpkin Pop Tarts.I admit to being a Poptart junkie with my all time year long favorite being FROSTED BROWN SUGAR CINNAMON poptarts.PopTarts Frosted Brown Sugar Cinnamon 16Count Tarts Pack of 8But OH how I await the PUMPKIN PIE pop tarts.,e
That soft  velvety pumkin taste and feel is mixed right in to these pastries and for about six weeks at holiday time I immerse myself in the sweet gooey pumpkiney flavor.,i
These Tarts are SO FRESH.,i
No cooking necessary BUT oh the wonderful smells and tastes if you doIt is a snack made in Heaven for us to use as one of the seven deadlies and eat to our heart's content.,i
Buy them when they first arrive on line and they are still so fresh the pumpkin filling drips from between the two pastries.,e
The colorful topping lends to the visual and gustatory thrill.Do indeed splurge and get some of these for yourself.,i
But do not get too many; be sure to leave some for meI tried another Seasonal Poptart product this Year: The Gingerbread PopTarts.,i
Although they were also nice and fresh I did not care for them at all.,e
To me they did not taste like Gingerbread a bitKellogg's PopTarts Printed Fun  Gingerbread Limited Edition  12 Pastries 21.1oz.,i
BoxSo I suggest you stick with Pumpkin Pie and you too may have a new Tradition for the Holidays,i
kellogg's Crunchy Nut is basically corn flakes coated with sugar and microscopically sized nut pieces.,i
I can't even taste the nuts on them.My key comments:1  These are completely void nutritionally2  Seems like this should have been another version of Corn Flakes instead of an altogether new cereal.3  As I alluded to above they don't even taste particularly good.Overall a lousy product in my opinion.,i
To set the stage  I like cereal.,i
A lot.,i
:  I tend to eat healthy cereals for breakfast but I also like to get my sweet on from time to time.,i
I put these corn flakes squarely into the sugar cereal category but you can judge the nutritional facts listed below for yourself.,i
They're very low in fat and not too high in calories.,i
I've eaten a bowl at each of the past five meals sometimes for dessert.,e
Seriously these aren't a bad choice for a relatively low calorie and low fat dessert.Taste:To quote Adam Richman of Man v. Food Oh my goodness.,i
Ooooh my goodness.,i
To help explain from the moment that I opened the box and smelled the cereal and through the first five bowls I kept trying to figure out which candy these reminded me of.,i
Yes candy.,i
That was the first thing that popped into my head and it never left.,e
I think that I figured it out  Kathryn Beich Golden Crumbles a fund raising candy during my childhood days in Illinois with peanut butter coated in a candy shell.,i
Those were probably my favorite candy growing up so it's no surprise that I like this cereal.As the name suggests these taste like honey and nuts.,i
They are very sweet IMO but in a good way.,i
Oh such a good way.Texture:With the sugar coating these corn flakes have a nice crunch to them and stay crunchy for longer in milk than regular corn flakes.,i
At the time of this review the ingredients are listed on Amazon but the nutritional facts aren't.,e
So I'll put them here and let you decide for yourself if it's what you want for breakfast or whenever.,e
I like that they are low in fat and relatively low in calories and I'm not bothered by the sugar level.,i
I wish that they didn't have high fructose corn syrup but dang  did I mention that they're delicious?,i
:Facts for dry cereal no milk:  Serving size = 3/4 cup calories = 120 total fat = 1g no saturated or trans fat cholesterol = 0mg sodium = 160mg potassium = 40mg total carbs = 26g dietary fiber lt; 1g sugars = 11g protein = 2gBottom Line:If you like sugar cereals honey and nuts  then I highly recommend giving these a try if you can find them for about 33.50 a box or less.,i
5/box the price that Amazon had last week is a bit steep IMO.,e
Crunchy Nut is really good.,i
I was dubious at first because there are a ton of honey and nut flavored cereals out there and I didn't see how a new one would stand out.,e
Crunchy Nut stands apart because it is VERY nutty tasting.,i
The predominate flavor here is actually peanuts then honey coated corn flakes.,i
I loved it but it just isn't that good for you hence the 4 stars.,i
Crunchy nut definitely falls into the sugarycereal category but it tastes so good that one box lasted only a couple days.,i
Exactly like good oldfashioned corn flakes with regards to crunch and lightness with the added flavor of honey and crumbled peanuts.,i
I'm not a fan of these with milk as I don't like soggy cereal.,i
Instead I sprinkle them on yogurt cottage cheese or ice cream.,i
They don't end up mushy and they add great crunch and nutty flavor to my plain boring snack.,i
They are ok. We me and the family were not as wild about them as we thought we might be at first.,e
They definitely are crunchy I will give them that.Perhaps it's because they are basically just corn flakes with a new twist on the taste.,i
They do a nice job of distributing the nuts throughout.,e
They are able to get the peanuts into each bite because they seem to stick to the corn flakes which makes sense.,i
If it was any other way they would just sink to the bottom of the box.I prefer the taste of the frosted corn flakes a bit more over the honey.,i
I guess it's just a different kind of sweetness.,i
But I believe that for those who's favorite cereals are ones with honey flavors in them they should try this out since I think they would be perfect for them,i
Crunchy sweet flakes cereal.,i
Though a bit too sweet ala sugar frosted flakes.,i
The texture is good and holds in milk.,i
My kids really enjoy this cereal probably because it so sweet.,i
If you have had Nut  Honey Crunch it tastes very similar.The image on the box shows each piece coated in nut flakes far from accurate ,e
Perhaps over salmon chicken sweet potato casserole etc.,i
This new cereal tastes very good although they are a bit on the sweet side for me.,i
They don't have much of a peanut taste which is fine with me.,i
There strongest point is that they start crunchy and stay that way in milk.,i
I really hate mushy cereal and these last a long time in milk.,i
They have a honey taste that is very pleasing.,i
